IQs over time	Ronny	Sally	Timmy	Jenny	Billy	Jerry	Mary	Tammy	Jimmy	Tommy	Bobby	Terry	Betty	Lori	Bessie
2018-01-16	144.96222	59.445847	8.312347	38.664978	100.75567	75.31486	98.23678	84.63476	137.15366	116.87657	67.758194	167.63225	37.279587	129.0932	106.54912
2018-01-17	144.71033	59.3199	8.186401	38.91687	101.259445	75.062965	98.11083	84.382866	137.15366	116.87657	67.5063	167.88412	37.153656	129.3451	106.17129
2018-01-18	144.45844	59.193954	8.060455	39.042816	101.76322	74.68514	97.984886	84.25692	137.15366	116.87657	67.12846	168.01007	37.153656	129.47104	105.919395
2018-01-19	144.0806	58.942062	7.9345093	39.168762	102.267006	74.43326	97.85894	84.005035	137.15366	117.00252	66.87657	168.26196	37.153656	129.59698	105.541565
2018-01-20	143.8287	58.816116	7.9345093	39.420654	102.77078	74.181366	97.732994	83.75314	137.15366	117.00252	66.49875	168.51385	37.02771	129.84888	105.28967
2018-01-21	143.57683	58.690186	7.808563	39.5466	103.400505	73.929474	97.607056	83.6272	137.2796	117.00252	66.24686	168.6398	37.02771	129.97482	105.03778
2018-01-22	143.32494	58.56424	7.682617	39.672546	103.90428	73.67759	97.48111	83.37531	137.2796	117.00252	65.994965	168.8917	37.02771	130.10075	104.91184
2018-01-23	142.9471	58.438293	7.682617	39.92444	104.40806	73.4257	97.35516	83.12342	137.2796	117.00252	65.61713	169.14357	37.02771	130.35265	104.65995
2018-01-24	142.69522	58.438293	7.556671	40.05037	104.91184	73.17381	97.22922	82.997475	137.2796	117.00252	65.2393	169.39546	37.02771	130.47859	104.534004
2018-01-25	142.44333	58.312347	7.556671	40.30226	105.541565	73.04787	97.10327	82.74559	137.40555	117.00252	64.98741	169.64735	37.02771	130.73047	104.40806
2018-01-26	142.06549	58.1864	7.556671	40.428207	106.04534	72.795975	97.10327	82.4937	137.40555	117.00252	64.60957	169.89925	37.02771	130.85641	104.28212
2018-01-27	141.8136	58.1864	7.682617	40.6801	106.675064	72.54408	96.977325	82.36775	137.53148	117.00252	64.35768	170.02519	37.02771	131.1083	104.15617
2018-01-28	141.43576	58.1864	8.186401	40.806046	107.17884	72.418144	96.85139	82.11587	137.53148	117.00252	63.97986	170.27707	37.02771	131.23425	104.03023
2018-01-29	141.18387	58.1864	8.186401	41.057938	107.80856	72.16625	96.85139	81.98992	137.65742	117.00252	63.60202	170.40302	37.02771	131.48615	103.90428
2018-01-30	140.93199	58.1864	8.186401	41.309814	108.31235	72.040306	96.72544	81.73803	137.65742	117.00252	63.224182	170.52896	37.02771	131.61209	103.90428
2018-01-31	140.55415	58.1864	8.312347	41.43576	108.94207	71.91437	96.72544	81.486145	137.78337	117.00252	62.97229	170.78085	37.153656	131.86398	103.778336
2018-02-01	140.30226	58.312347	8.312347	41.687653	109.57179	71.662476	96.599495	81.23425	137.78337	117.00252	62.594467	170.9068	37.153656	131.98993	103.778336
2018-02-02	140.05038	58.312347	8.438293	41.939545	110.201515	71.53653	96.599495	81.10831	137.90932	117.00252	62.21663	171.03275	37.153656	132.24182	103.778336
2018-02-03	139.67255	58.438293	8.438293	42.06549	110.83124	71.41058	96.47355	80.856415	138.03526	117.00252	61.83879	171.15869	37.153656	132.36777	103.778336
2018-02-04	139.42065	58.56424	8.5642395	42.317383	111.335014	71.28464	96.3476	80.60453	138.03526	116.87657	61.460953	171.28464	37.279587	132.61966	103.778336
2018-02-05	139.16876	58.690186	8.5642395	42.569275	111.96474	71.15869	96.3476	80.22669	138.16121	116.87657	61.08313	171.41058	37.279587	132.74559	103.778336
2018-02-06	138.91687	58.690186	8.690186	42.695206	112.59445	71.032745	96.221664	79.97481	138.28716	116.87657	60.579346	171.41058	37.405533	132.87154	103.778336
2018-02-07	138.66498	58.816116	8.690186	42.947098	113.22418	70.9068	96.221664	79.722916	138.41309	116.750626	60.201508	171.53653	37.405533	133.12343	103.90428
2018-02-08	138.41309	58.942062	8.816116	43.19899	113.853905	70.78087	96.09572	79.47103	138.53903	116.750626	59.823685	171.66248	37.405533	133.24937	104.03023
2018-02-09	138.16121	59.06801	8.816116	43.450882	114.48363	70.65492	96.09572	79.09319	138.66498	116.62468	59.445847	171.66248	37.53148	133.37532	104.03023
2018-02-10	137.90932	59.193954	8.942062	43.576828	115.11335	70.52898	95.96977	78.84131	138.79092	116.49874	58.942062	171.66248	37.53148	133.6272	104.15617
2018-02-11	137.65742	59.3199	8.942062	43.82872	115.74307	70.52898	95.96977	78.46347	138.91687	116.49874	58.56424	171.7884	37.657425	133.75314	104.40806
2018-02-12	137.40555	59.445847	9.068008	44.080597	116.372795	70.40303	95.84383	78.08564	139.04282	116.372795	58.060455	171.7884	37.78337	133.87909	104.534004
2018-02-13	137.15366	59.571793	9.068008	44.33249	117.12846	70.277084	95.84383	77.581856	139.29471	116.24685	57.682617	171.7884	37.78337	134.13098	104.7859
2018-02-14	136.90176	59.69774	9.193954	44.58438	117.75819	70.277084	95.71788	77.07808	139.42065	116.1209	57.17885	171.66248	37.909317	134.25693	104.91184
2018-02-15	136.64987	59.823685	9.3199005	44.836273	118.38791	70.15114	95.71788	76.5743	139.5466	116.1209	56.80101	171.53653	38.035263	134.38287	105.16373
2018-02-16	136.39798	59.94963	9.3199005	45.088165	119.01763	70.02519	95.59194	76.196465	139.7985	115.99496	56.297226	171.28464	38.035263	134.50882	105.541565
2018-02-17	136.27203	60.07556	9.445847	45.21411	119.7733	70.02519	95.59194	75.69269	139.92444	115.86902	55.793457	171.15869	38.16121	134.63477	105.79345
2018-02-18	136.02016	60.201508	9.571793	45.46599	120.40302	69.89925	95.465996	75.31486	140.17632	115.74307	55.289673	170.9068	38.287155	134.76071	106.17129
2018-02-19	135.64232	60.327454	9.697739	45.71788	121.032745	69.89925	95.465996	74.937035	140.30226	115.61713	54.911835	170.78085	38.4131	134.88666	106.42317
2018-02-20	135.39044	60.579346	9.697739	45.969772	121.788414	69.7733	95.34005	74.5592	140.55415	115.49118	54.28212	170.52896	38.4131	135.0126	106.80101
2018-02-21	135.0126	60.70529	9.823685	46.221664	122.54408	69.7733	95.34005	74.181366	140.80605	115.365234	53.778336	170.27707	38.539047	135.13855	107.17884
2018-02-22	134.63477	60.831238	9.949631	46.473557	123.173805	69.647354	95.2141	73.803535	140.93199	115.239296	53.274567	170.02519	38.664978	135.2645	107.55668
2018-02-23	134.13098	60.957184	10.075562	46.725433	123.80353	69.647354	95.08816	73.4257	141.18387	115.11335	52.770782	169.89925	38.790924	135.39044	108.060455
2018-02-24	133.75314	61.08313	10.201508	46.977325	124.43325	69.647354	95.08816	73.04787	141.43576	114.987404	52.141052	169.64735	38.91687	135.39044	108.438286
2018-02-25	133.24937	61.209076	10.201508	47.229218	125.06297	69.52141	94.96222	72.67003	141.68765	114.86146	51.637283	169.39546	39.042816	135.51637	108.94207
2018-02-26	132.87154	61.460953	10.327454	47.48111	125.692696	69.52141	94.96222	72.418144	141.93954	114.73551	51.1335	169.14357	39.168762	135.51637	109.44585
2018-02-27	132.36777	61.5869	10.4534	47.733	126.19647	69.52141	94.83627	72.040306	142.19144	114.48363	50.503784	168.8917	39.29471	135.64232	109.94962
2018-02-28	131.86398	61.712845	10.579346	47.984894	126.826195	69.39548	94.71033	71.662476	142.56927	114.35768	50	168.76575	39.420654	135.64232	110.4534
2018-03-01	131.3602	61.83879	10.705292	48.362717	127.32998	69.39548	94.71033	71.28464	142.82115	114.231735	49.37027	168.51385	39.5466	135.76826	111.08313
2018-03-02	130.85641	62.090683	10.831238	48.61461	127.833755	69.39548	94.58438	71.032745	143.07304	114.10579	48.740555	168.26196	39.798492	135.76826	111.58691
2018-03-03	130.2267	62.21663	10.957184	48.8665	128.46347	69.39548	94.458435	70.65492	143.45088	113.97984	48.23677	168.01007	39.92444	135.76826	112.21663
2018-03-04	129.72293	62.46852	11.08313	49.118393	128.96725	69.26953	94.458435	70.277084	143.70277	113.72796	47.607056	167.75818	40.05037	135.89421	112.846344
2018-03-05	129.21915	62.594467	11.209076	49.37027	129.47104	69.26953	94.33249	70.02519	143.95465	113.60201	46.977325	167.5063	40.176315	135.89421	113.35012
2018-03-06	128.71536	62.720413	11.335022	49.62216	130.10075	69.26953	94.20655	69.647354	144.33249	113.47607	46.34761	167.25441	40.30226	135.89421	113.97984
2018-03-07	128.21158	62.97229	11.460953	50	130.60454	69.26953	94.080605	69.26953	144.58438	113.35012	45.843826	167.00252	40.554153	135.89421	114.609566
2018-03-08	127.70781	63.098236	11.586899	50.251892	131.1083	69.26953	93.95466	69.01764	144.83627	113.098236	45.21411	166.87657	40.6801	135.89421	115.11335
2018-03-09	127.32998	63.35013	11.712845	50.503784	131.61209	69.26953	93.82871	68.6398	145.21411	112.97229	44.58438	166.6247	40.806046	135.89421	115.74307
2018-03-10	126.95214	63.60202	11.964737	50.881607	132.11588	69.143585	93.70277	68.26196	145.466	112.846344	43.95465	166.3728	41.057938	135.89421	116.24685
2018-03-11	126.57431	63.727966	12.090683	51.1335	132.61966	69.143585	93.57683	67.88414	145.84383	112.7204	43.324936	166.12091	41.183884	135.76826	116.87657
2018-03-12	126.19647	63.97986	12.216629	51.38539	133.12343	69.143585	93.45088	67.5063	146.09572	112.46851	42.569275	165.86902	41.43576	135.76826	117.38035
2018-03-13	125.94459	64.231735	12.342575	51.76323	133.6272	69.143585	93.324936	67.00252	146.47354	112.342575	41.939545	165.61713	41.561707	135.76826	118.01007
2018-03-14	125.81864	64.48363	12.594467	52.015106	134.13098	69.143585	93.19899	66.624695	146.72543	112.21663	41.309814	165.36523	41.8136	135.64232	118.513855
2018-03-15	125.56675	64.60957	12.720413	52.267	134.63477	69.143585	92.9471	66.24686	146.97733	111.96474	40.554153	165.11334	41.939545	135.64232	119.01763
2018-03-16	125.56675	64.861465	12.846344	52.644836	135.13855	69.143585	92.82116	65.74307	147.35516	111.83879	39.92444	164.86147	42.191437	135.51637	119.647354
2018-03-17	125.56675	65.11336	12.97229	52.89673	135.64232	69.143585	92.69521	65.36525	147.733	111.58691	39.168762	164.60957	42.44333	135.51637	120.025185
2018-03-18	125.56675	65.49118	13.224182	53.274567	136.1461	69.143585	92.44332	64.861465	147.9849	111.46096	38.539047	164.35768	42.569275	135.39044	120.52897
2018-03-19	125.56675	65.74307	13.350128	53.526443	136.64987	69.143585	92.317375	64.35768	148.36272	111.335014	37.909317	164.23174	42.82115	135.2645	120.9068
2018-03-20	125.56675	65.994965	13.476074	53.90428	137.15366	69.143585	92.06549	63.853912	148.61461	111.08313	37.279587	163.97986	43.073044	135.13855	121.28464
2018-03-21	125.692696	66.24686	13.727966	54.156174	137.65742	69.143585	91.939545	63.35013	148.99245	110.957184	36.523926	163.72797	43.19899	135.0126	121.66247
2018-03-22	125.692696	66.624695	13.853912	54.53401	138.16121	69.143585	91.8136	62.720413	149.24432	110.83124	35.894196	163.47607	43.450882	135.0126	121.91436
2018-03-23	125.81864	66.87657	14.105804	54.78589	138.79092	69.143585	91.561714	62.090683	149.62216	110.579346	35.26448	163.22418	43.702774	134.88666	122.166245
2018-03-24	125.94459	67.25441	14.231735	55.163727	139.42065	69.143585	91.43577	61.460953	149.87405	110.4534	34.63475	162.97229	43.95465	134.76071	122.29219
2018-03-25	125.94459	67.63225	14.483627	55.541565	140.17632	69.143585	91.183876	60.70529	150.25189	110.32746	33.87909	162.7204	44.206543	134.63477	122.54408
2018-03-26	126.070526	68.13602	14.735519	55.919403	140.80605	69.143585	91.05793	59.69774	150.50378	110.201515	33.24936	162.4685	44.458435	134.50882	122.54408
2018-03-27	126.19647	68.6398	14.861465	56.297226	141.5617	69.143585	90.93199	58.438293	150.8816	109.94962	32.4937	162.21663	44.710327	134.25693	122.67002
2018-03-28	126.19647	69.143585	15.113358	56.675064	142.31738	69.143585	90.6801	57.17885	151.1335	109.82368	31.863983	161.96474	44.96222	134.13098	122.67002
2018-03-29	126.32242	69.647354	15.239304	57.052902	143.07304	69.143585	90.55415	55.793457	151.51134	109.69774	31.234253	161.71284	45.21411	134.00504	122.67002
2018-03-30	126.448364	70.277084	15.49118	57.55667	143.8287	69.26953	90.30226	54.408066	151.76323	109.57179	30.604523	161.46095	45.46599	133.87909	122.54408
2018-03-31	126.448364	70.78087	15.7430725	58.060455	144.58438	69.26953	90.17632	53.022675	152.0151	109.44585	29.974808	161.20908	45.71788	133.6272	122.41814
2018-04-01	126.57431	71.41058	15.869019	58.690186	145.34006	69.26953	89.92443	51.76323	152.39294	109.193954	29.345078	160.95718	45.969772	133.50125	122.29219
2018-04-02	126.70025	71.91437	16.12091	59.193954	145.96977	69.26953	89.798485	50.37784	152.64484	109.06801	28.715363	160.70529	46.221664	133.37532	122.166245
2018-04-03	126.70025	72.418144	16.372803	59.69774	146.72543	69.26953	89.5466	48.992447	152.89673	108.94207	28.085632	160.4534	46.473557	133.12343	121.91436
2018-04-04	126.826195	72.92192	16.624695	60.327454	147.48111	69.39548	89.420654	47.48111	153.14862	108.816124	27.455917	160.2015	46.725433	132.99748	121.66247
2018-04-05	126.95214	73.29975	16.75064	60.831238	148.23677	69.39548	89.16876	45.969772	153.52646	108.69018	26.952133	159.94962	46.977325	132.74559	121.410576
2018-04-06	127.07809	73.67759	17.002518	61.335022	149.1184	69.39548	89.042816	44.458435	153.77834	108.56423	26.322418	159.69772	47.355164	132.61966	121.15869
2018-04-07	127.07809	74.05542	17.25441	61.964737	149.87405	69.52141	88.79093	42.82115	154.03023	108.438286	25.818634	159.44585	47.607056	132.36777	120.9068
2018-04-08	127.20403	74.43326	17.506302	62.46852	150.62973	69.52141	88.664986	41.309814	154.28212	108.31235	25.188904	159.19395	47.858948	132.24182	120.65491
2018-04-09	127.32998	74.81109	17.758194	62.97229	151.38539	69.647354	88.41309	39.798492	154.534	108.1864	24.68515	158.94206	48.110825	131.98993	120.27708
2018-04-10	127.32998	75.062965	18.010086	63.476074	152.267	69.647354	88.28715	38.4131	154.78589	108.060455	24.181366	158.69017	48.488663	131.73804	119.89925
2018-04-11	127.45592	75.4408	18.136017	64.105804	153.02267	69.7733	88.03526	36.901764	155.03778	107.93451	23.551636	158.4383	48.740555	131.61209	119.647354
2018-04-12	127.58186	75.818634	18.387909	64.60957	153.90428	69.89925	87.90932	35.390427	155.16373	107.80856	23.047867	158.1864	48.992447	131.3602	119.26952
2018-04-13	127.70781	76.196465	18.639801	65.11336	154.65994	70.15114	87.657425	33.753143	155.41562	107.682625	22.544083	157.93451	49.37027	131.1083	118.891685
2018-04-14	127.70781	76.5743	18.891693	65.61713	155.41562	70.277084	87.40554	31.989914	155.66751	107.55668	22.040314	157.68262	49.62216	130.85641	118.513855
2018-04-15	127.833755	76.82619	19.143585	66.12091	156.1713	70.40303	87.279594	30.352646	155.9194	107.55668	21.53653	157.43073	49.874054	130.60454	118.01007
2018-04-16	127.833755	77.204025	19.395477	66.75064	156.92696	70.52898	87.0277	28.841309	156.04535	107.43073	21.158691	157.17883	50.251892	130.47859	117.63224
2018-04-17	127.9597	77.581856	19.647354	67.25441	157.68262	70.65492	86.77582	27.455917	156.29723	107.30479	20.654922	156.92696	50.503784	130.2267	117.25441
2018-04-18	128.08563	77.959694	19.899246	67.758194	158.4383	70.65492	86.64987	26.070526	156.54912	107.30479	20.151138	156.67506	50.881607	129.97482	116.750626
2018-04-19	128.21158	78.337524	20.151138	68.26196	159.06801	70.78087	86.39798	24.68515	156.67506	107.17884	19.7733	156.42317	51.1335	129.72293	116.372795
2018-04-20	128.21158	78.58942	20.40303	68.76575	158.31235	70.78087	86.146095	23.299759	156.80101	107.0529	19.269531	156.1713	51.38539	129.47104	115.86902
2018-04-21	128.33752	78.96725	20.654922	69.26953	156.67506	70.9068	86.02015	21.914368	157.05289	107.0529	18.891693	155.9194	51.76323	129.21915	115.365234
2018-04-22	128.33752	79.345085	20.9068	69.7733	155.28967	70.9068	85.76826	20.528976	157.17883	107.0529	18.387909	155.54156	52.141052	128.96725	114.86146
2018-04-23	128.46347	79.722916	21.158691	70.277084	153.77834	70.9068	85.51637	19.269531	157.43073	106.926956	18.010086	155.28967	52.392944	128.71536	114.35768
2018-04-24	128.46347	79.97481	21.410583	70.78087	152.267	71.032745	85.26448	18.010086	157.55667	106.926956	17.632248	155.03778	52.770782	128.46347	113.853905
2018-04-25	128.58942	80.35264	21.662476	71.28464	150.75568	71.032745	85.138535	16.75064	157.80856	106.926956	17.25441	154.78589	53.022675	128.08563	113.35012
2018-04-26	128.58942	80.73048	22.040314	71.78842	148.99245	71.032745	84.88664	15.617126	157.93451	106.926956	16.876572	154.534	53.400497	127.833755	112.846344
2018-04-27	128.71536	81.10831	22.16626	72.2922	147.22922	71.032745	84.760704	14.483627	158.06046	106.926956	16.498749	154.28212	53.65239	127.58186	112.21663
2018-04-28	128.71536	81.486145	22.418137	72.795975	145.84383	71.032745	84.63476	13.350128	158.1864	106.926956	16.246857	154.03023	54.030228	127.32998	111.71285
2018-04-29	128.84131	81.73803	22.670029	73.29975	144.45844	71.032745	84.63476	12.342575	158.31235	107.0529	15.869019	153.65239	54.408066	127.07809	111.20907
2018-04-30	128.84131	82.11587	22.92192	73.803535	143.19899	71.032745	84.50881	11.460953	158.4383	107.0529	15.617126	153.40051	54.78589	126.70025	110.579346
2018-05-01	128.84131	82.4937	23.173813	74.30731	141.93954	70.9068	84.50881	10.4534	158.56424	107.17884	15.239304	153.14862	55.03778	126.448364	109.94962
2018-05-02	128.96725	82.87154	23.425705	74.81109	140.80605	70.78087	84.382866	9.571793	158.69017	107.30479	14.9874115	152.89673	55.41562	126.19647	109.44585
2018-05-03	128.96725	83.37531	23.677582	75.31486	139.5466	70.65492	84.382866	8.816116	158.81612	107.43073	14.609573	152.51889	55.793457	125.94459	108.816124
2018-05-04	128.96725	83.75314	23.929474	75.818634	138.28716	70.52898	84.25692	8.186401	158.94206	107.55668	14.357681	152.267	56.17128	125.56675	108.1864
2018-05-05	128.96725	84.13098	24.181366	76.32241	137.02771	70.40303	84.25692	7.430725	159.06801	107.682625	14.105804	152.0151	56.549118	125.314865	107.55668
2018-05-06	129.0932	84.50881	24.433258	76.82619	135.89421	70.277084	84.25692	6.80101	159.19395	107.93451	13.853912	151.63728	56.80101	125.06297	106.926956
2018-05-07	129.0932	84.88664	24.68515	77.32997	134.76071	70.15114	84.25692	6.17128	159.3199	108.060455	13.60202	151.38539	57.17885	124.685135	106.17129
2018-05-08	129.21915	85.26448	24.937027	77.83375	133.87909	69.89925	84.25692	5.667511	159.44585	108.31235	13.350128	151.00755	57.55667	124.43325	105.541565
2018-05-09	129.3451	85.64231	25.188904	78.21158	133.75314	69.7733	84.25692	5.037781	159.5718	108.56423	13.098236	150.62973	57.93451	124.05541	104.7859
2018-05-10	129.47104	85.8942	25.440796	78.71536	133.37532	69.647354	84.25692	4.659958	159.5718	108.816124	12.846344	150.12595	58.312347	123.80353	104.03023
2018-05-11	129.59698	86.27203	25.566742	79.21914	132.99748	69.52141	84.25692	4.1561737	159.69772	109.06801	12.594467	149.62216	58.690186	123.42569	103.400505
2018-05-12	129.72293	86.64987	25.818634	79.722916	132.74559	69.39548	84.25692	3.6523895	159.82367	109.3199	12.468521	149.1184	59.06801	123.173805	102.51889
2018-05-13	129.84888	86.901764	26.070526	80.22669	132.36777	69.26953	84.25692	3.2745667	159.82367	109.69774	12.216629	148.74055	59.445847	122.79597	101.76322
2018-05-14	129.97482	87.279594	26.322418	80.60453	132.11588	69.143585	84.25692	2.8967285	159.94962	109.94962	12.090683	148.23677	59.823685	122.54408	101.00755
2018-05-15	130.10075	87.53149	26.574295	81.10831	131.73804	69.01764	84.25692	2.5188904	160.07556	110.32746	11.838791	147.733	60.201508	122.166245	100.25189
2018-05-16	130.2267	87.90932	26.700241	81.486145	131.48615	68.76575	84.25692	2.1410522	160.07556	110.579346	11.586899	147.22922	60.579346	121.91436	99.37028
2018-05-17	130.35265	88.16121	26.952133	81.98992	131.23425	68.6398	84.25692	1.8891754	160.2015	110.957184	11.460953	146.72543	60.957184	121.53652	98.48866
2018-05-18	130.47859	88.41309	27.204025	82.36775	130.85641	68.513855	84.25692	1.6372833	160.2015	111.335014	11.335022	146.22166	61.335022	121.15869	97.607056
2018-05-19	130.60454	88.79093	27.329971	82.74559	130.60454	68.38791	84.25692	1.3853912	160.32745	111.71285	11.08313	145.71788	61.712845	120.9068	96.72544
2018-05-20	130.73047	89.042816	27.455917	83.12342	130.35265	68.26196	84.25692	1.1334991	160.32745	112.21663	10.957184	145.34006	62.090683	120.52897	95.71788
2018-05-21	130.85641	89.29471	27.70781	83.50126	130.10075	68.13602	84.25692	1.0075531	160.4534	112.59445	10.831238	144.83627	62.46852	120.15113	94.58438
2018-05-22	130.98236	89.67254	27.83374	83.87909	129.84888	68.010086	84.25692	0.755661	160.4534	113.098236	10.705292	144.33249	62.846344	119.89925	93.57683
2018-05-23	131.1083	89.92443	28.085632	84.25692	129.47104	67.88414	84.25692	0.6297302	160.57935	113.60201	10.579346	143.8287	63.224182	119.52141	92.317375
2018-05-24	131.23425	90.17632	28.211578	84.63476	129.21915	67.63225	84.25692	0.5037842	160.57935	114.10579	10.4534	143.32494	63.60202	119.14358	91.05793
2018-05-25	131.3602	90.42821	28.337524	85.01259	128.96725	67.5063	84.25692	0.37783813	160.70529	114.609566	10.327454	142.82115	63.97986	118.891685	89.798485
2018-05-26	131.48615	90.6801	28.46347	85.39043	128.71536	67.380356	84.25692	0.2518921	160.70529	115.11335	10.201508	142.31738	64.35768	118.513855	88.28715
2018-05-27	131.61209	90.93199	28.589417	85.64231	128.46347	67.25441	84.25692	0.12594604	160.70529	115.61713	10.075562	141.8136	64.73552	118.13602	86.64987
2018-05-28	131.73804	91.183876	28.715363	86.02015	128.21158	67.12846	84.25692	0.12594604	160.83124	116.1209	9.949631	141.30981	65.11336	117.75819	84.88664
2018-05-29	131.86398	91.43577	28.841309	86.27203	127.9597	67.00252	84.25692	0	160.83124	116.62468	9.823685	140.80605	65.49118	117.506294	82.619644
2018-05-30	131.98993	91.8136	28.967255	86.64987	127.70781	66.75064	84.25692	0	160.83124	117.12846	9.697739	140.30226	65.994965	117.12846	78.71536
2018-05-31	132.24182	91.939545	29.0932	86.901764	127.45592	66.624695	84.25692	0	160.83124	117.63224	9.571793	139.92444	66.3728	116.750626	75.062965
2018-06-01	132.36777	92.317375	29.219131	87.279594	127.32998	66.49875	84.382866	0	160.95718	118.13602	9.571793	139.42065	66.75064	116.372795	72.040306
2018-06-02	132.49371	92.56927	29.345078	87.53149	127.07809	66.3728	84.382866	0	160.95718	118.63979	9.445847	138.91687	67.12846	115.99496	69.26953
2018-06-03	132.61966	92.82116	29.471024	87.78337	126.826195	66.24686	84.382866	0	160.95718	119.14358	9.3199005	138.41309	67.5063	115.61713	66.87657
2018-06-04	132.74559	93.073044	29.471024	88.16121	126.57431	66.12091	84.382866	0	160.95718	119.647354	9.3199005	138.03526	67.88414	115.239296	64.60957
2018-06-05	132.87154	93.324936	29.59697	88.41309	126.32242	65.86902	84.50881	0	160.95718	120.15113	9.193954	137.53148	68.26196	114.86146	62.594467
2018-06-06	132.99748	93.57683	29.722916	88.664986	126.070526	65.74307	84.50881	0.12594604	161.08313	120.65491	9.193954	137.02771	68.76575	114.48363	60.579346
2018-06-07	133.12343	93.70277	29.722916	88.91687	125.81864	65.61713	84.50881	0.12594604	161.08313	121.28464	9.068008	136.52393	69.143585	114.231735	58.816116
2018-06-08	133.24937	93.95466	29.848862	89.16876	125.56675	65.49118	84.63476	0.2518921	161.08313	121.788414	9.068008	136.02016	69.647354	113.72796	57.052902
2018-06-09	133.37532	94.20655	29.848862	89.420654	125.314865	65.36525	84.63476	0.2518921	161.08313	122.29219	8.942062	135.64232	70.15114	113.35012	55.289673
2018-06-10	133.50125	94.458435	29.848862	89.67254	125.06297	65.11336	84.760704	0.37783813	161.08313	122.79597	8.942062	135.13855	70.65492	112.97229	53.65239
2018-06-11	133.6272	94.71033	29.974808	89.92443	124.81108	64.98741	84.760704	0.5037842	161.08313	123.42569	8.942062	134.63477	71.15869	112.59445	52.015106
2018-06-12	133.75314	94.96222	29.974808	90.17632	124.5592	64.861465	84.88664	0.6297302	161.08313	123.929474	8.816116	134.13098	71.78842	112.21663	50.503784
2018-06-13	133.87909	95.2141	29.974808	90.42821	124.307304	64.73552	85.01259	0.88160706	161.08313	124.43325	8.816116	133.6272	72.2922	111.83879	48.992447
2018-06-14	134.00504	95.465996	30.100754	90.6801	124.05541	64.60957	85.01259	1.0075531	161.08313	125.06297	8.816116	133.12343	72.92192	111.46096	47.48111
2018-06-15	134.13098	95.71788	30.100754	90.806046	123.67758	64.35768	85.138535	1.1334991	161.08313	125.56675	8.816116	132.61966	73.4257	111.08313	46.09572
2018-06-16	134.25693	95.96977	30.100754	91.05793	123.42569	64.231735	85.26448	1.3853912	160.95718	126.070526	8.816116	132.24182	74.05542	110.70529	44.710327
2018-06-17	134.25693	96.221664	30.100754	91.30982	123.173805	64.105804	85.39043	1.6372833	160.95718	126.57431	8.816116	131.73804	74.68514	110.201515	43.324936
